type	lat	lon	name	desc
T	41.767220000	12.919530000		
T	41.767210000	12.919580000		
T	41.767200000	12.919640000		
T	41.767150000	12.919850000		
T	41.767090000	12.920160000		
T	41.766940000	12.920810000		
T	41.766860000	12.921210000		
T	41.766530000	12.922680000		
T	41.766270000	12.923860000		
T	41.766220000	12.924060000		
T	41.765980000	12.925140000		
T	41.765440000	12.927610000		
T	41.764970000	12.929790000		
T	41.764930000	12.929930000		
T	41.764930000	12.929940000		
T	41.764900000	12.930090000		
T	41.764460000	12.932050000		
T	41.764130000	12.933560000		
T	41.763070000	12.938330000		
T	41.762850000	12.939340000		
T	41.762390000	12.941410000		
T	41.762250000	12.942080000		
T	41.762030000	12.943070000		
T	41.761930000	12.943540000		
T	41.761920000	12.943560000		
T	41.761870000	12.943780000		
T	41.761740000	12.944350000		
T	41.761500000	12.945470000		
T	41.760650000	12.949270000		
T	41.760290000	12.950910000		
T	41.759810000	12.953100000		
T	41.759380000	12.955070000		
T	41.759140000	12.956130000		
T	41.758860000	12.957420000		
T	41.758590000	12.958630000		
T	41.758310000	12.959920000		
T	41.758100000	12.960880000		
T	41.757910000	12.961700000		
T	41.757690000	12.962640000		
T	41.757590000	12.963010000		
T	41.757430000	12.963600000		
T	41.757210000	12.964400000		
T	41.757030000	12.965030000		
T	41.756870000	12.965600000		
T	41.756340000	12.967440000		
T	41.756020000	12.968540000		
T	41.755620000	12.969910000		
T	41.755310000	12.970970000		
T	41.755010000	12.972030000		
T	41.754610000	12.973400000		
T	41.754430000	12.974020000		
T	41.754270000	12.974580000		
T	41.754030000	12.975410000		
T	41.753760000	12.976350000		
T	41.753720000	12.976490000		
T	41.753670000	12.976650000		
T	41.753620000	12.976820000		
T	41.752980000	12.979020000		
T	41.752730000	12.979890000		
T	41.752130000	12.981960000		
T	41.752050000	12.982240000		
T	41.751970000	12.982520000		
T	41.751620000	12.983730000		
T	41.751410000	12.984450000		
T	41.751180000	12.985250000		
T	41.751020000	12.985820000		
T	41.750720000	12.986850000		
T	41.750640000	12.987120000		
T	41.750440000	12.987830000		
T	41.750310000	12.988250000		
T	41.750230000	12.988560000		
T	41.750160000	12.988810000		
T	41.750100000	12.988980000		
T	41.749900000	12.989700000		
T	41.749720000	12.990330000		
T	41.749650000	12.990610000		
T	41.749570000	12.990910000		
T	41.749510000	12.991190000		
T	41.749470000	12.991350000		
T	41.749350000	12.991920000		
T	41.749240000	12.992580000		
T	41.749210000	12.992760000		
T	41.749200000	12.992770000		
T	41.749190000	12.992860000		
T	41.749160000	12.993130000		
T	41.749090000	12.993750000		
T	41.749020000	12.994520000		
T	41.748990000	12.995050000		
T	41.748960000	12.995530000		
T	41.748950000	12.995870000		
T	41.748940000	12.996200000		
T	41.748930000	12.997800000		
T	41.748920000	12.998810000		
T	41.748900000	13.000960000		
T	41.748880000	13.004060000		
T	41.748870000	13.004970000		
T	41.748860000	13.006630000		
T	41.748850000	13.007510000		
T	41.748840000	13.008650000		
T	41.748840000	13.009110000		
T	41.748760000	13.019830000		
T	41.748740000	13.022740000		
T	41.748710000	13.026040000		
T	41.748690000	13.028640000		
T	41.748680000	13.030810000		
T	41.748660000	13.033090000		
T	41.748640000	13.035900000		
T	41.748630000	13.037130000		
T	41.748620000	13.038360000		
T	41.748600000	13.040750000		
T	41.748590000	13.042890000		
T	41.748560000	13.045900000		
T	41.748550000	13.047410000		
T	41.748540000	13.048830000		
T	41.748530000	13.050050000		
T	41.748520000	13.051730000		
T	41.748500000	13.053920000		
T	41.748490000	13.055500000		
T	41.748480000	13.056680000		
T	41.748460000	13.058120000		
T	41.748430000	13.058840000		
T	41.748390000	13.059320000		
T	41.748330000	13.059800000		
T	41.748210000	13.060560000		
T	41.748090000	13.061140000		
T	41.748000000	13.061520000		
T	41.747890000	13.061960000		
T	41.747730000	13.062480000		
T	41.747540000	13.063040000		
T	41.747300000	13.063620000		
T	41.747060000	13.064160000		
T	41.746330000	13.065610000		
T	41.745840000	13.066640000		
T	41.745310000	13.067750000		
T	41.745020000	13.068370000		
T	41.744810000	13.068790000		
T	41.744440000	13.069560000		
T	41.744050000	13.070360000		
T	41.743630000	13.071200000		
T	41.743130000	13.072210000		
T	41.742120000	13.074290000		
T	41.740170000	13.078300000		
T	41.739440000	13.079770000		
T	41.738180000	13.082390000		
T	41.738140000	13.082490000		
T	41.738120000	13.082520000		
T	41.738060000	13.082650000		
T	41.736660000	13.085500000		
T	41.735180000	13.088580000		
T	41.734960000	13.089020000		
T	41.734260000	13.090460000		
T	41.734170000	13.090640000		
T	41.734080000	13.090830000		
T	41.732700000	13.093630000		
T	41.732080000	13.094890000		
T	41.731820000	13.095410000		
T	41.731760000	13.095530000		
T	41.730960000	13.097200000		
T	41.729510000	13.100190000		
T	41.729040000	13.101140000		
T	41.728540000	13.102190000		
T	41.728240000	13.102780000		
T	41.726580000	13.106160000		
T	41.726550000	13.106230000		
T	41.724630000	13.110170000		
T	41.723740000	13.112010000		
T	41.723700000	13.112070000		
T	41.723670000	13.112140000		
T	41.722930000	13.113650000		
T	41.722890000	13.113740000		
T	41.722850000	13.113840000		
T	41.722820000	13.113900000		
T	41.721860000	13.115840000		
T	41.721620000	13.116320000		
T	41.720780000	13.118040000		
T	41.720110000	13.119470000		
T	41.719870000	13.119980000		
T	41.719730000	13.120250000		
T	41.719540000	13.120650000		
T	41.719350000	13.121030000		
T	41.719160000	13.121420000		
T	41.718790000	13.122180000		
T	41.718580000	13.122610000		
T	41.718250000	13.123280000		
T	41.717810000	13.124180000		
T	41.717260000	13.125300000		
T	41.717200000	13.125430000		
T	41.717130000	13.125560000		
T	41.716220000	13.127440000		
T	41.715090000	13.129780000		
T	41.714510000	13.130960000		
T	41.714140000	13.131710000		
T	41.713410000	13.133210000		
T	41.712860000	13.134340000		
T	41.712080000	13.135940000		
T	41.710790000	13.138570000		
T	41.709780000	13.140650000		
T	41.707590000	13.145130000		
T	41.705570000	13.149270000		
T	41.700040000	13.160600000		
T	41.699870000	13.160940000		
T	41.698900000	13.162930000		
T	41.698760000	13.163220000		
T	41.698370000	13.164020000		
T	41.697940000	13.164880000		
T	41.697250000	13.166290000		
T	41.696380000	13.168090000		
T	41.694120000	13.172710000		
T	41.693330000	13.174340000		
T	41.692430000	13.176170000		
T	41.691570000	13.177930000		
T	41.691340000	13.178420000		
T	41.690200000	13.180760000		
T	41.689500000	13.182200000		
T	41.689090000	13.183020000		
T	41.688540000	13.184070000		
T	41.688170000	13.184710000		
T	41.687980000	13.185030000		
T	41.687490000	13.185880000		
T	41.687440000	13.185980000		
T	41.687180000	13.186400000		
T	41.686430000	13.187550000		
T	41.685450000	13.189030000		
T	41.684640000	13.190280000		
T	41.684510000	13.190450000		
T	41.683750000	13.191610000		
T	41.683530000	13.191930000		
T	41.682810000	13.193010000		
T	41.682170000	13.193960000		
T	41.681460000	13.195030000		
T	41.680670000	13.196220000		
T	41.679800000	13.197530000		
T	41.679010000	13.198700000		
T	41.678370000	13.199680000		
T	41.677610000	13.200820000		
T	41.677020000	13.201690000		
T	41.676830000	13.201980000		
T	41.670950000	13.210800000		
T	41.670030000	13.212190000		
T	41.669310000	13.213270000		
T	41.668770000	13.214080000		
T	41.668240000	13.214880000		
T	41.667750000	13.215610000		
T	41.667080000	13.216620000		
T	41.663120000	13.222550000		
T	41.662660000	13.223230000		
T	41.662210000	13.223910000		
T	41.662060000	13.224130000		
T	41.660160000	13.226980000		
T	41.659340000	13.228250000		
T	41.658020000	13.230240000		
T	41.657840000	13.230520000		
T	41.657650000	13.230800000		
T	41.656070000	13.233160000		
T	41.655690000	13.233720000		
T	41.655630000	13.233810000		
T	41.655570000	13.233900000		
T	41.655070000	13.234650000		
T	41.654770000	13.235100000		
T	41.654420000	13.235620000		
T	41.653830000	13.236520000		
T	41.653170000	13.237510000		
T	41.652560000	13.238420000		
T	41.652010000	13.239260000		
T	41.651520000	13.239980000		
T	41.650950000	13.240860000		
T	41.650670000	13.241310000		
T	41.650420000	13.241710000		
T	41.650150000	13.242170000		
T	41.649980000	13.242490000		
T	41.649690000	13.243010000		
T	41.649500000	13.243400000		
T	41.649070000	13.244320000		
T	41.648640000	13.245320000		
T	41.648040000	13.246810000		
T	41.647450000	13.248250000		
T	41.647400000	13.248380000		
T	41.646880000	13.249630000		
T	41.646570000	13.250440000		
T	41.645820000	13.252270000		
T	41.645680000	13.252650000		
T	41.645500000	13.253080000		
T	41.645470000	13.253190000		
T	41.645460000	13.253220000		
T	41.645450000	13.253230000		
T	41.645320000	13.253510000		
T	41.645050000	13.254180000		
T	41.644440000	13.255690000		
T	41.644110000	13.256510000		
T	41.643810000	13.257260000		
T	41.643450000	13.258130000		
T	41.643290000	13.258530000		
T	41.643170000	13.258840000		
T	41.642880000	13.259520000		
T	41.642570000	13.260180000		
T	41.642510000	13.260320000		
T	41.642360000	13.260620000		
T	41.642320000	13.260710000		
T	41.642300000	13.260740000		
T	41.642270000	13.260810000		
T	41.642130000	13.261060000		
T	41.641810000	13.261650000		
T	41.641450000	13.262280000		
T	41.641060000	13.262910000		
T	41.640930000	13.263110000		
T	41.640690000	13.263470000		
T	41.640520000	13.263710000		
T	41.640480000	13.263770000		
T	41.640470000	13.263780000		
T	41.640430000	13.263840000		
T	41.640040000	13.264380000		
T	41.639530000	13.265030000		
T	41.639050000	13.265640000		
T	41.638860000	13.265880000		
T	41.638550000	13.266280000		
T	41.638080000	13.266870000		
T	41.637920000	13.267070000		
T	41.636360000	13.269080000		
T	41.635790000	13.269800000		
T	41.634970000	13.270860000		
T	41.634860000	13.271010000		
T	41.634380000	13.271710000		
T	41.633950000	13.272410000		
T	41.633660000	13.272910000		
T	41.633500000	13.273210000		
T	41.633280000	13.273660000		
T	41.633010000	13.274250000		
T	41.632750000	13.274840000		
T	41.632400000	13.275760000		
T	41.632140000	13.276470000		
T	41.632090000	13.276620000		
T	41.631900000	13.277120000		
T	41.629440000	13.284170000		
T	41.629370000	13.284370000		
T	41.629370000	13.284390000		
T	41.629280000	13.284650000		
T	41.628470000	13.286960000		
T	41.626750000	13.291820000		
T	41.626350000	13.292930000		
T	41.626260000	13.293170000		
T	41.625900000	13.294190000		
T	41.625610000	13.295030000		
T	41.624990000	13.296820000		
T	41.624030000	13.299520000		
T	41.623550000	13.300850000		
T	41.623450000	13.301130000		
T	41.622770000	13.303120000		
T	41.621970000	13.305460000		
T	41.621910000	13.305640000		
T	41.621790000	13.305950000		
T	41.621760000	13.306040000		
T	41.621670000	13.306290000		
T	41.621620000	13.306450000		
T	41.620840000	13.308620000		
T	41.620710000	13.309000000		
T	41.619720000	13.311800000		
T	41.619430000	13.312630000		
T	41.619130000	13.313490000		
T	41.618960000	13.313970000		
T	41.618850000	13.314270000		
T	41.618580000	13.315020000		
T	41.618270000	13.315890000		
T	41.617860000	13.317050000		
T	41.617460000	13.318200000		
T	41.617170000	13.319020000		
T	41.616900000	13.319770000		
T	41.616610000	13.320560000		
T	41.616270000	13.321550000		
T	41.615380000	13.324050000		
T	41.615110000	13.324740000		
T	41.615010000	13.324970000		
T	41.614820000	13.325400000		
T	41.614370000	13.326250000		
T	41.614110000	13.326670000		
T	41.613730000	13.327240000		
T	41.613520000	13.327520000		
T	41.613300000	13.327780000		
T	41.613020000	13.328080000		
T	41.612740000	13.328380000		
T	41.612150000	13.328920000		
T	41.611630000	13.329320000		
T	41.611300000	13.329530000		
T	41.610950000	13.329740000		
T	41.610660000	13.329900000		
T	41.609940000	13.330230000		
T	41.609910000	13.330250000		
T	41.608750000	13.330760000		
T	41.608680000	13.330790000		
T	41.606560000	13.331650000		
T	41.604800000	13.332410000		
T	41.604500000	13.332540000		
T	41.603730000	13.332860000		
T	41.599950000	13.334480000		
T	41.599190000	13.334800000		
T	41.599030000	13.334870000		
T	41.598980000	13.334900000		
T	41.598930000	13.334920000		
T	41.598660000	13.335030000		
T	41.598590000	13.335060000		
T	41.597220000	13.335610000		
T	41.596760000	13.335800000		
T	41.596370000	13.335990000		
T	41.596020000	13.336150000		
T	41.595250000	13.336590000		
T	41.594550000	13.337070000		
T	41.594200000	13.337380000		
T	41.593800000	13.337760000		
T	41.593120000	13.338500000		
T	41.592910000	13.338740000		
T	41.592150000	13.339680000		
T	41.591850000	13.340110000		
T	41.591730000	13.340290000		
T	41.591430000	13.340740000		
T	41.590960000	13.341530000		
T	41.590800000	13.341850000		
T	41.590360000	13.342660000		
T	41.589980000	13.343290000		
T	41.589550000	13.343950000		
T	41.589140000	13.344540000		
T	41.588570000	13.345370000		
T	41.588320000	13.345740000		
T	41.588100000	13.346090000		
T	41.587860000	13.346510000		
T	41.587850000	13.346520000		
T	41.587600000	13.346970000		
T	41.587350000	13.347460000		
T	41.587100000	13.347900000		
T	41.586850000	13.348350000		
T	41.586170000	13.349440000		
T	41.585500000	13.350500000		
T	41.585260000	13.350900000		
T	41.584890000	13.351570000		
T	41.584640000	13.352110000		
T	41.584570000	13.352230000		
T	41.584500000	13.352360000		
T	41.584410000	13.352510000		
T	41.583970000	13.353200000		
T	41.583290000	13.354170000		
T	41.582850000	13.354840000		
T	41.582030000	13.356010000		
T	41.581760000	13.356440000		
T	41.581660000	13.356580000		
T	41.581540000	13.356780000		
T	41.581300000	13.357190000		
T	41.581090000	13.357590000		
T	41.580910000	13.357990000		
T	41.580680000	13.358450000		
T	41.580420000	13.359020000		
T	41.580120000	13.359640000		
T	41.579940000	13.360060000		
T	41.579700000	13.360540000		
T	41.579430000	13.361100000		
T	41.579240000	13.361510000		
T	41.579020000	13.362000000		
T	41.578580000	13.363030000		
T	41.578110000	13.364150000		
T	41.577810000	13.364860000		
T	41.577570000	13.365390000		
T	41.577230000	13.366200000		
T	41.576830000	13.367140000		
T	41.576520000	13.367840000		
T	41.576260000	13.368480000		
T	41.576080000	13.368960000		
T	41.575900000	13.369460000		
T	41.575670000	13.370080000		
T	41.575480000	13.370610000		
T	41.575180000	13.371380000		
T	41.574710000	13.372500000		
T	41.574370000	13.373300000		
T	41.574080000	13.373930000		
T	41.573870000	13.374360000		
T	41.573730000	13.374680000		
T	41.573620000	13.374920000		
T	41.573530000	13.375140000		
T	41.573460000	13.375330000		
T	41.573390000	13.375510000		
T	41.573180000	13.376130000		
T	41.573010000	13.376630000		
T	41.572870000	13.377020000		
T	41.572660000	13.377540000		
T	41.572470000	13.377950000		
T	41.572300000	13.378300000		
T	41.572100000	13.378800000		
T	41.571910000	13.379310000		
T	41.571760000	13.379690000		
T	41.571640000	13.380010000		
T	41.571290000	13.380840000		
T	41.570940000	13.381660000		
T	41.570520000	13.382650000		
T	41.570260000	13.383270000		
T	41.570100000	13.383630000		
T	41.569970000	13.383930000		
T	41.569800000	13.384310000		
T	41.569570000	13.384820000		
T	41.569190000	13.385690000		
T	41.568990000	13.386170000		
T	41.568840000	13.386500000		
T	41.568580000	13.387090000		
T	41.568260000	13.387840000		
T	41.567960000	13.388550000		
T	41.567620000	13.389340000		
T	41.567360000	13.389950000		
T	41.567010000	13.390750000		
T	41.566710000	13.391460000		
T	41.566390000	13.392230000		
T	41.566200000	13.392730000		
T	41.565660000	13.394100000		
T	41.565540000	13.394410000		
T	41.565300000	13.395000000		
T	41.565140000	13.395370000		
T	41.564830000	13.396070000		
T	41.564620000	13.396540000		
T	41.564360000	13.397150000		
T	41.564000000	13.397990000		
T	41.563630000	13.398880000		
T	41.563450000	13.399310000		
T	41.563430000	13.399350000		
T	41.563400000	13.399440000		
T	41.563390000	13.399460000		
T	41.563340000	13.399570000		
T	41.563120000	13.400140000		
T	41.562950000	13.400550000		
T	41.562790000	13.400940000		
T	41.562590000	13.401410000		
T	41.562180000	13.402350000		
T	41.562120000	13.402480000		
T	41.562060000	13.402610000		
T	41.561850000	13.403090000		
T	41.560300000	13.406770000		
T	41.560280000	13.406830000		
T	41.560270000	13.406840000		
T	41.560240000	13.406910000		
T	41.560140000	13.407160000		
T	41.560100000	13.407240000		
T	41.560070000	13.407330000		
T	41.559750000	13.408080000		
T	41.559560000	13.408560000		
T	41.559280000	13.409290000		
T	41.559050000	13.409920000		
T	41.558950000	13.410190000		
T	41.558750000	13.410770000		
T	41.558530000	13.411440000		
T	41.558340000	13.412020000		
T	41.558210000	13.412450000		
T	41.558160000	13.412620000		
T	41.558080000	13.412890000		
T	41.557940000	13.413400000		
T	41.557800000	13.413950000		
T	41.557660000	13.414540000		
T	41.557510000	13.415180000		
T	41.557400000	13.415680000		
T	41.557330000	13.416060000		
T	41.557200000	13.416690000		
T	41.557020000	13.417690000		
T	41.556580000	13.420140000		
T	41.555760000	13.424810000		
T	41.555310000	13.427390000		
T	41.553820000	13.435790000		
T	41.552610000	13.442710000		
T	41.552010000	13.446080000		
T	41.551610000	13.448350000		
T	41.551330000	13.449940000		
T	41.550490000	13.454710000		
T	41.550320000	13.455630000		
T	41.550150000	13.456610000		
T	41.549800000	13.458560000		
T	41.549590000	13.459760000		
T	41.549470000	13.460460000		
T	41.549270000	13.461590000		
T	41.549040000	13.462890000		
T	41.548800000	13.464280000		
T	41.548620000	13.465260000		
T	41.548430000	13.466380000		
T	41.548240000	13.467470000		
T	41.548050000	13.468510000		
T	41.547930000	13.469190000		
T	41.547700000	13.470530000		
T	41.547560000	13.471350000		
T	41.547330000	13.472640000		
T	41.547240000	13.473150000		
T	41.546980000	13.474560000		
T	41.546790000	13.475670000		
T	41.546680000	13.476260000		
T	41.546570000	13.476890000		
T	41.546300000	13.478430000		
T	41.545520000	13.482860000		
T	41.545500000	13.482950000		
T	41.545500000	13.482960000		
T	41.545480000	13.483040000		
T	41.545320000	13.483990000		
T	41.544920000	13.486140000		
T	41.544690000	13.487440000		
T	41.544550000	13.488320000		
T	41.544300000	13.489710000		
T	41.544070000	13.491030000		
T	41.543890000	13.492040000		
T	41.543850000	13.492240000		
T	41.543700000	13.493070000		
T	41.543610000	13.493600000		
T	41.543550000	13.493910000		
T	41.543400000	13.494810000		
T	41.543240000	13.495700000		
T	41.543080000	13.496720000		
T	41.542960000	13.497560000		
T	41.542870000	13.498280000		
T	41.542780000	13.499100000		
T	41.542700000	13.500020000		
T	41.542640000	13.501000000		
T	41.542590000	13.501920000		
T	41.542560000	13.503160000		
T	41.542550000	13.504330000		
T	41.542620000	13.506730000		
T	41.542620000	13.506900000		
T	41.542690000	13.508980000		
T	41.542690000	13.509020000		
T	41.542690000	13.509100000		
T	41.542730000	13.510320000		
T	41.542730000	13.510380000		
T	41.542790000	13.512070000		
T	41.542780000	13.512220000		
T	41.542790000	13.512470000		
T	41.542800000	13.512720000		
T	41.542890000	13.515900000		
T	41.542930000	13.517190000		
T	41.542940000	13.517470000		
T	41.542940000	13.517600000		
T	41.542940000	13.517670000		
T	41.542950000	13.517960000		
T	41.543050000	13.520990000		
T	41.543190000	13.525370000		
T	41.543190000	13.525670000		
T	41.543200000	13.525740000		
T	41.543200000	13.525990000		
T	41.543290000	13.528730000		
T	41.543300000	13.529100000		
T	41.543300000	13.529140000		
T	41.543300000	13.529460000		
T	41.543380000	13.532010000		
T	41.543400000	13.532380000		
T	41.543400000	13.532590000		
T	41.543410000	13.532850000		
T	41.543630000	13.539720000		
T	41.543660000	13.540750000		
T	41.543690000	13.542010000		
T	41.543730000	13.543330000		
T	41.543750000	13.543890000		
T	41.543770000	13.544510000		
T	41.543810000	13.545820000		
T	41.543840000	13.546990000		
T	41.543890000	13.548600000		
T	41.543900000	13.548850000		
T	41.543920000	13.549580000		
T	41.543960000	13.550590000		
T	41.543990000	13.551700000		
T	41.544020000	13.552720000		
T	41.544060000	13.553870000		
T	41.544090000	13.554790000		
T	41.544120000	13.555870000		
T	41.544130000	13.557110000		
T	41.544120000	13.557490000		
T	41.544110000	13.558590000		
T	41.544100000	13.559400000		
T	41.544060000	13.560550000		
T	41.544040000	13.561100000		
T	41.544020000	13.561580000		
T	41.543960000	13.562490000		
T	41.543890000	13.563550000		
T	41.543770000	13.564810000		
T	41.543730000	13.565290000		
T	41.543640000	13.566160000		
T	41.543570000	13.566750000		
T	41.543470000	13.567570000		
T	41.543430000	13.567830000		
T	41.543250000	13.569130000		
T	41.543060000	13.570340000		
T	41.542940000	13.571060000		
T	41.542600000	13.572840000		
T	41.542550000	13.573040000		
T	41.542290000	13.574260000		
T	41.542090000	13.575180000		
T	41.541770000	13.576490000		
T	41.541590000	13.577160000		
T	41.541430000	13.577790000		
T	41.541380000	13.577980000		
T	41.541010000	13.579260000		
T	41.540650000	13.580420000		
T	41.540590000	13.580630000		
T	41.540240000	13.581650000		
T	41.540180000	13.581860000		
T	41.540040000	13.582260000		
T	41.539580000	13.583540000		
T	41.539000000	13.585080000		
T	41.538600000	13.586070000		
T	41.538530000	13.586250000		
T	41.538460000	13.586410000		
T	41.537710000	13.588200000		
T	41.537110000	13.589610000		
T	41.537070000	13.589700000		
T	41.536600000	13.590810000		
T	41.535950000	13.592350000		
T	41.535570000	13.593250000		
T	41.535340000	13.593770000		
T	41.535260000	13.593970000		
T	41.535030000	13.594520000		
T	41.534160000	13.596560000		
T	41.534080000	13.596740000		
T	41.532900000	13.599530000		
T	41.531960000	13.601750000		
T	41.531830000	13.602070000		
T	41.531770000	13.602210000		
T	41.531760000	13.602230000		
T	41.531740000	13.602300000		
T	41.531490000	13.602850000		
T	41.530530000	13.605120000		
T	41.530390000	13.605440000		
T	41.530210000	13.605860000		
T	41.529860000	13.606710000		
T	41.527900000	13.611290000		
T	41.527780000	13.611570000		
T	41.527660000	13.611850000		
T	41.527520000	13.612180000		
T	41.527300000	13.612670000		
T	41.527000000	13.613420000		
T	41.526810000	13.613860000		
T	41.526250000	13.615170000		
T	41.525580000	13.616710000		
T	41.525290000	13.617400000		
T	41.524840000	13.618470000		
T	41.524400000	13.619480000		
T	41.522980000	13.622850000		
T	41.522310000	13.624420000		
T	41.522060000	13.625060000		
T	41.522010000	13.625190000		
T	41.521950000	13.625310000		
T	41.521920000	13.625370000		
T	41.521890000	13.625440000		
T	41.521740000	13.625810000		
T	41.521340000	13.626720000		
T	41.519690000	13.630570000		
T	41.519570000	13.630840000		
T	41.519140000	13.631850000		
T	41.518290000	13.633850000		
T	41.518280000	13.633870000		
T	41.518210000	13.634030000		
T	41.518200000	13.634080000		
T	41.517910000	13.634760000		
T	41.517350000	13.636120000		
T	41.517180000	13.636550000		
T	41.515400000	13.640720000		
T	41.515390000	13.640730000		
T	41.515370000	13.640790000		
T	41.512500000	13.647490000		
T	41.512270000	13.648040000		
T	41.512250000	13.648100000		
T	41.512250000	13.648110000		
T	41.509700000	13.654010000		
T	41.509060000	13.655490000		
T	41.508440000	13.656940000		
T	41.507880000	13.658230000		
T	41.507860000	13.658270000		
T	41.506070000	13.662440000		
T	41.505860000	13.662940000		
T	41.505740000	13.663210000		
T	41.505730000	13.663240000		
T	41.505500000	13.663770000		
T	41.504510000	13.666090000		
T	41.503690000	13.667950000		
T	41.503680000	13.667960000		
T	41.503050000	13.669430000		
T	41.502870000	13.669860000		
T	41.501490000	13.673070000		
T	41.501460000	13.673130000		
T	41.501200000	13.673750000		
T	41.500440000	13.675510000		
T	41.500060000	13.676430000		
T	41.499850000	13.676930000		
T	41.499600000	13.677510000		
T	41.499200000	13.678450000		
T	41.498560000	13.679870000		
T	41.498380000	13.680330000		
T	41.498130000	13.680950000		
T	41.497860000	13.681590000		
T	41.497430000	13.682610000		
T	41.496030000	13.685870000		
T	41.495450000	13.687240000		
T	41.494940000	13.688420000		
T	41.494520000	13.689420000		
T	41.494140000	13.690300000		
T	41.492930000	13.693140000		
T	41.492470000	13.694220000		
T	41.492060000	13.695170000		
T	41.491260000	13.697030000		
T	41.490450000	13.698880000		
T	41.490390000	13.699020000		
T	41.489870000	13.700250000		
T	41.489340000	13.701450000		
T	41.489340000	13.701470000		
T	41.484070000	13.713720000		
T	41.483750000	13.714490000		
T	41.483720000	13.714550000		
T	41.483410000	13.715290000		
T	41.480510000	13.721870000		
T	41.477720000	13.728440000		
T	41.477450000	13.729090000		
T	41.477420000	13.729180000		
T	41.476090000	13.732280000		
T	41.475230000	13.734280000		
T	41.474170000	13.736720000		
T	41.473180000	13.739030000		
T	41.472280000	13.741110000		
T	41.471500000	13.742940000		
T	41.470960000	13.744220000		
T	41.470340000	13.745730000		
T	41.470040000	13.746470000		
T	41.469860000	13.746980000		
T	41.469660000	13.747540000		
T	41.469540000	13.747920000		
T	41.469390000	13.748390000		
T	41.469160000	13.749220000		
T	41.469000000	13.749890000		
T	41.468250000	13.753230000		
T	41.468010000	13.754310000		
T	41.467780000	13.755360000		
T	41.467070000	13.758550000		
T	41.466090000	13.762990000		
T	41.465490000	13.765710000		
T	41.464840000	13.768700000		
T	41.464360000	13.770880000		
T	41.462690000	13.778320000		
T	41.462600000	13.778710000		
T	41.462590000	13.778770000		
T	41.462470000	13.779320000		
T	41.461630000	13.783110000		
T	41.461600000	13.783230000		
T	41.461570000	13.783410000		
T	41.461480000	13.783820000		
T	41.460210000	13.789630000		
T	41.460120000	13.789970000		
T	41.460110000	13.790010000		
T	41.460050000	13.790230000		
T	41.459700000	13.791980000		
T	41.459580000	13.792540000		
T	41.459580000	13.792590000		
T	41.459520000	13.792890000		
T	41.459150000	13.794510000		
T	41.458960000	13.795310000		
T	41.458910000	13.795530000		
T	41.458910000	13.795560000		
T	41.458790000	13.796110000		
T	41.458530000	13.797260000		
T	41.458160000	13.798930000		
T	41.458100000	13.799170000		
T	41.457950000	13.799860000		
T	41.456560000	13.806200000		
T	41.456490000	13.806520000		
T	41.453920000	13.818200000		
T	41.453800000	13.818780000		
T	41.453750000	13.818980000		
T	41.453740000	13.819060000		
T	41.453630000	13.819540000		
T	41.453150000	13.821680000		
T	41.452860000	13.823000000		
T	41.452780000	13.823360000		
T	41.452700000	13.823740000		
T	41.452670000	13.823880000		
T	41.452670000	13.823890000		
T	41.452630000	13.824030000		
T	41.452550000	13.824450000		
T	41.452220000	13.825940000		
T	41.451920000	13.827300000		
T	41.451620000	13.828600000		
T	41.451510000	13.829120000		
T	41.451470000	13.829290000		
T	41.451470000	13.829300000		
T	41.451430000	13.829480000		
T	41.450280000	13.834630000		
T	41.450250000	13.834800000		
T	41.450210000	13.834960000		
T	41.449850000	13.836550000		
T	41.449390000	13.838690000		
T	41.449120000	13.839920000		
T	41.449000000	13.840500000		
T	41.448970000	13.840620000		
T	41.448960000	13.840670000		
T	41.448940000	13.840790000		
T	41.448880000	13.841040000		
T	41.448800000	13.841390000		
T	41.448620000	13.842220000		
T	41.448440000	13.843040000		
T	41.448180000	13.844230000		
T	41.447960000	13.845250000		
T	41.447780000	13.846090000		
T	41.447300000	13.848160000		
T	41.446570000	13.851480000		
T	41.446500000	13.851820000		
T	41.446360000	13.852400000		
T	41.444860000	13.859140000		
T	41.444780000	13.859500000		
T	41.444490000	13.860830000		
T	41.444330000	13.861510000		
T	41.444190000	13.862220000		
T	41.443360000	13.866010000		
T	41.443130000	13.866990000		
T	41.442850000	13.868240000		
T	41.442570000	13.869540000		
T	41.442300000	13.870780000		
T	41.442270000	13.870950000		
T	41.442250000	13.871060000		
T	41.442250000	13.871070000		
T	41.442220000	13.871180000		
T	41.442000000	13.872130000		
T	41.441900000	13.872510000		
T	41.441760000	13.873120000		
T	41.441540000	13.873960000		
T	41.441380000	13.874580000		
T	41.441150000	13.875380000		
T	41.440950000	13.876070000		
T	41.440710000	13.876850000		
T	41.440490000	13.877550000		
T	41.440420000	13.877750000		
T	41.440290000	13.878150000		
T	41.439810000	13.879490000		
T	41.439730000	13.879680000		
T	41.439710000	13.879730000		
T	41.439170000	13.881150000		
T	41.438600000	13.882600000		
T	41.438540000	13.882750000		
T	41.436840000	13.887130000		
T	41.436560000	13.887830000		
T	41.435260000	13.891180000		
T	41.435050000	13.891720000		
T	41.434990000	13.891870000		
